Location,Crop,Variety,Phenological Stage,Risk Number,Stacked,Stacked Logic,Risk Category,Risk Icon,Risk Type (Internal use for parser development only),Variable,Aggregation,Comparator,Threshold,Variable Unit,Minimum Temporal Recurrence,Rolling Window,Consecutive,Yield Impact Type,Yield Impact (Minimum Recurrence Met/No Recurrence),Yield Impact After Minimum Recurrence (Only valid for case 2),Yield Impact Function Unit,Max Yield Impact,Start Month,Start Day,End Month,End Day,Risk Explanation,Subtitle (column editable),user
"[(Banaskatha, India)]",Potato,Processing/Table,Harvesting,97,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,35,°C,5,{},True,continuous,-5%,-1%,day,-10%,2.0,20.0,3.0,31.0,"5 consecutive days of max temperature above or equal to 35°C, Feb 20 to Mar 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Banaskatha, India)]",Potato,Processing/Table,Harvesting - Short Term Storage,98,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,38,°C,5,{},True,continuous,-2%,-2%,day,-10%,2.0,20.0,3.0,31.0,"5 consecutive days of max temperature above or equal to 38°C, Feb 20 to Mar 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Banaskatha, India)]",Potato,Processing/Table,Harvesting - Mid Term Storage,99,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,38,°C,5,{},True,continuous,-10%,-2%,day,-20%,2.0,20.0,3.0,31.0,"5 consecutive days of max temperature above or equal to 38°C, Feb 20 to Mar 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Banaskatha, India)]",Potato,Processing/Table,Harvesting - Long Term Storage,100,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,38,°C,5,{},True,continuous,-20%,-2%,day,-40%,2.0,20.0,3.0,31.0,"5 consecutive days of max temperature above or equal to 38°C, Feb 20 to Mar 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Sabarkatha, India)]",Potato,Processing/Table,Planting,101,False,{},High Precipitation,risk_flood,Case 1: Simple Aggregation,precipitation,total of variable,>=,30,mm,1,{},True,continuous,-10%,-0.5%,mm,-80%,10.0,30.0,11.0,30.0,"Total precipitation above or equal to 30mm, Oct 30 to Nov 30.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Sabarkatha, India)]",Potato,Processing/Table,Planting,102,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,35,°C,5,{},True,continuous,-5%,-1%,day,-20%,10.0,30.0,11.0,30.0,"5 consecutive days of max temperature above or equal to 35°C, Oct 30 to Nov 30.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Sabarkatha, India)]",Potato,Processing/Table,Vegetative growth,103,True,AND,Extreme Heat and High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>=,90,%,3,{},True,continuous,-5%,-1%,day,-50%,12.0,10.0,12.0,31.0,"3 consecutive days of mean temperature between 14 and 17°C and humidity above or equal to 90%, Dec 10 to Dec 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Sabarkatha, India)]",Potato,Processing/Table,Vegetative growth,103,True,AND,Extreme Heat and High Humidity,risk_heat_stress,Case 2: Days With Risk,mean temperature,total # of days,">,<","14,17",°C,3,{},True,continuous,-5%,-1%,day,-50%,12.0,10.0,12.0,31.0,"3 consecutive days of mean temperature between 14 and 17°C and humidity above or equal to 90%, Dec 10 to Dec 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Sabarkatha, India)]",Potato,Processing/Table,Vegetative growth,104,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,32.00,°C,7,{},True,continuous,-5%,-1%,day,-10%,1.0,25.0,2.0,25.0,"7 consecutive days of max temperature above or equal to 32°C, Jan 25 to Feb 25.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Sabarkatha, India)]",Potato,Processing/Table,Harvesting,105,False,{},High Precipitation,risk_flood,Case 1: Simple Aggregation,precipitation,total of variable,>=,30,mm,1,{},True,continuous,-5%,-0.5%,mm,-40%,2.0,15.0,3.0,20.0,"Total precipitation above or equal to 30mm, Feb 15 to Mar 20.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Sabarkatha, India)]",Potato,Processing/Table,Harvesting,106,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,35,°C,5,{},True,continuous,-5%,-1%,day,-10%,3.0,1.0,3.0,31.0,"5 consecutive days of max temperature above or equal to 35°C, Mar 1 to Mar 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Sabarkatha, India)]",Potato,Processing/Table,Harvesting - Short Term Storage,107,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,38,°C,5,{},True,continuous,-2%,-2%,day,-10%,2.0,20.0,3.0,31.0,"5 consecutive days of max temperature above or equal to 38°C, Feb 20 to Mar 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Sabarkatha, India)]",Potato,Processing/Table,Harvesting - Mid Term Storage,108,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,38,°C,5,{},True,continuous,-5%,-2%,day,-20%,2.0,20.0,3.0,31.0,"5 consecutive days of max temperature above or equal to 38°C, Feb 20 to Mar 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Sabarkatha, India)]",Potato,Processing/Table,Harvesting - Long Term Storage,109,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,38,°C,5,{},True,continuous,-10%,-2%,day,-30%,2.0,20.0,3.0,31.0,"5 consecutive days of max temperature above or equal to 38°C, Feb 20 to Mar 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Bankura, India)]",Potato,Processing/Table,Planting,110,False,{},High Precipitation,risk_flood,Case 1: Simple Aggregation,precipitation,total of variable,>=,35,mm,1,{},True,continuous,-5%,-0.5%,mm,-80%,11.0,5.0,12.0,5.0,"Total precipitation above or equal to 35mm, Nov 5 to Dec 5.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Bankura, India)]",Potato,Processing/Table,Planting,111,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,35,°C,5,{},True,continuous,-5%,-1%,day,-20%,11.0,5.0,12.0,5.0,"5 consecutive days of max temperature above or equal to 35°C, Nov 5 to Dec 5.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Bankura, India)]",Potato,Processing/Table,Vegetative growth,112,True,AND,Extreme Heat and High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>=,90,%,3,{},True,continuous,-5%,-1%,day,-50%,12.0,15.0,1.0,10.0,"3 consecutive days of mean temperature between 14 and 17°C and humidity above or equal to 90%, Dec 15 to Jan 10.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Bankura, India)]",Potato,Processing/Table,Vegetative growth,112,True,AND,Extreme Heat and High Humidity,risk_heat_stress,Case 2: Days With Risk,mean temperature,total # of days,">,<","14,17",°C,3,{},True,continuous,-5%,-1%,day,-50%,12.0,15.0,1.0,10.0,"3 consecutive days of mean temperature between 14 and 17°C and humidity above or equal to 90%, Dec 15 to Jan 10.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Bankura, India)]",Potato,Processing/Table,Tuber Bulking,113,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,32,°C,7,{},True,continuous,-5%,-1%,day,-10%,1.0,5.0,2.0,5.0,"7 consecutive days of max temperature above or equal to 32°C, Jan 5 to Feb 5.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Bankura, India)]",Potato,Processing/Table,Harvesting,114,False,{},High Precipitation,risk_flood,Case 1: Simple Aggregation,precipitation,total of variable,>=,35,mm,1,{},True,continuous,-5%,-0.5%,mm,-40%,2.0,10.0,3.0,20.0,"Total precipitation above or equal to 35mm, Feb 10 to Mar 20.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Bankura, India)]",Potato,Processing/Table,Harvesting,115,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,35,°C,5,{},True,continuous,-5%,-1%,day,-20%,2.0,10.0,3.0,20.0,"5 consecutive days of max temperature above or equal to 35°C, Feb 10 to Mar 20.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Bankura, India)]",Potato,Processing/Table,Harvesting - Short Term Storage,116,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,38,°C,5,{},True,continuous,-2%,-2%,day,-10%,2.0,20.0,3.0,31.0,"5 consecutive days of max temperature above or equal to 38°C, Feb 20 to Mar 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Bankura, India)]",Potato,Processing/Table,Harvesting - Mid Term Storage,117,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,38,°C,5,{},True,continuous,-10%,-2%,day,-20%,2.0,20.0,3.0,31.0,"5 consecutive days of max temperature above or equal to 38°C, Feb 20 to Mar 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Bankura, India)]",Potato,Processing/Table,Harvesting - Long Term Storage,118,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,38,°C,5,{},True,continuous,-20%,-2%,day,-40%,2.0,20.0,3.0,31.0,"5 consecutive days of max temperature above or equal to 38°C, Feb 20 to Mar 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Hooghly, India)]",Potato,Processing/Table,Planting,119,False,{},High Precipitation,risk_flood,Case 1: Simple Aggregation,precipitation,total of variable,>=,35,mm,1,{},True,continuous,-5%,-0.5%,mm,-80%,11.0,5.0,12.0,15.0,"Total precipitation above or equal to 35mm, Nov 5 to Dec 15.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Hooghly, India)]",Potato,Processing/Table,Planting,120,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,35,°C,5,{},True,continuous,-5%,-1%,day,-20%,11.0,5.0,12.0,15.0,"5 consecutive days of max temperature above or equal to 35°C, Nov 5 to Dec 15.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Hooghly, India)]",Potato,Processing/Table,Vegetative growth,121,True,AND,Extreme Heat and High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>=,90,%,3,{},True,continuous,-5%,-1%,day,-50%,12.0,15.0,1.0,10.0,"3 consecutive days of mean temperature between 14 and 17°C and humidity above or equal to 90%, Dec 15 to Jan 10.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Hooghly, India)]",Potato,Processing/Table,Vegetative growth,121,True,AND,Extreme Heat and High Humidity,risk_heat_stress,Case 2: Days With Risk,mean temperature,total # of days,">,<","14,17",°C,3,{},True,continuous,-5%,-1%,day,-50%,12.0,15.0,1.0,10.0,"3 consecutive days of mean temperature between 14 and 17°C and humidity above or equal to 90%, Dec 15 to Jan 10.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Hooghly, India)]",Potato,Processing/Table,Tuber Bulking,122,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,32,°C,7,{},True,continuous,-5%,-1%,day,-20%,1.0,5.0,2.0,15.0,"7 consecutive days of max temperature above or equal to 32°C, Jan 5 to Feb 15.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Hooghly, India)]",Potato,Processing/Table,Harvesting,123,False,{},High Precipitation,risk_flood,Case 1: Simple Aggregation,precipitation,total of variable,>=,35,mm,1,{},True,continuous,-5%,-0.5%,mm,-40%,2.0,10.0,3.0,30.0,"Total precipitation above or equal to 35mm, Feb 10 to Mar 30.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Hooghly, India)]",Potato,Processing/Table,Harvesting,124,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,35,°C,5,{},True,continuous,-10%,-1%,day,-25%,2.0,10.0,3.0,30.0,"5 consecutive days of max temperature above or equal to 35°C, Feb 10 to Mar 30.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Hooghly, India)]",Potato,Processing/Table,Harvesting - Short Term Storage,125,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,38,°C,5,{},True,continuous,-2%,-2%,day,-10%,2.0,20.0,3.0,31.0,"5 consecutive days of max temperature above or equal to 38°C, Feb 20 to Mar 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Hooghly, India)]",Potato,Processing/Table,Harvesting - Mid Term Storage,126,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,38,°C,5,{},True,continuous,-5%,-2%,day,-20%,2.0,20.0,3.0,31.0,"5 consecutive days of max temperature above or equal to 38°C, Feb 20 to Mar 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Hooghly, India)]",Potato,Processing/Table,Harvesting - Long Term Storage,127,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,38,°C,5,{},True,continuous,-10%,-2%,day,-40%,2.0,20.0,3.0,31.0,"5 consecutive days of max temperature above or equal to 38°C, Feb 20 to Mar 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Indore, India)]",Potato,Processing/Table,Planting,128,False,{},High Precipitation,risk_flood,Case 1: Simple Aggregation,precipitation,total of variable,>=,30,mm,1,{},True,continuous,-25%,-0.5%,mm,-80%,10.0,15.0,11.0,20.0,"Total precipitation above or equal to 30mm, Oct 15 to Nov 20.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Indore, India)]",Potato,Processing/Table,Planting,129,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,30,°C,5,{},True,continuous,-5%,-1%,day,10%,10.0,25.0,11.0,20.0,"5 consecutive days of max temperature above or equal to 30°C, Oct 25 to Nov 20.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Indore, India)]",Potato,Processing/Table,Vegetative growth,130,False,{},Cold Stress,risk_cold,Case 2: Days With Risk,max temperature,total # of days,<=,15,°C,10,{},True,continuous,-5%,-1%,day,10%,11.0,15.0,11.0,30.0,"10 consecutive days of max temperature below or equal to 15°C, Nov 15 to Nov 30.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Indore, India)]",Potato,Processing/Table,Vegetative growth,131,True,AND,Low Humidity and Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<=,4,°C,2,{},True,continuous,-15%,-10%,day,-80%,11.0,15.0,12.0,15.0,"2 consecutive days of humidity below or equal to 50% and min temperature below or equal to 4°C, Nov 15 to Dec 15.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Indore, India)]",Potato,Processing/Table,Vegetative growth,131,True,AND,Low Humidity and Frost,risk_low_humidity,Case 2: Days With Risk,humidity,total # of days,<=,50,%,2,{},True,continuous,-15%,-10%,day,-80%,11.0,15.0,12.0,15.0,"2 consecutive days of humidity below or equal to 50% and min temperature below or equal to 4°C, Nov 15 to Dec 15.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Indore, India)]",Potato,Processing/Table,Vegetative growth,132,True,AND,Extreme Heat and High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>=,90,%,3,{},True,continuous,-5%,-1%,day,-50%,12.0,10.0,12.0,31.0,"3 consecutive days of mean temperature between 14 and 17°C and humidity above or equal to 90%, Dec 10 to Dec 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Indore, India)]",Potato,Processing/Table,Vegetative growth,132,True,AND,Extreme Heat and High Humidity,risk_heat_stress,Case 2: Days With Risk,mean temperature,total # of days,">,<","14,17",°C,3,{},True,continuous,-5%,-1%,day,-50%,12.0,10.0,12.0,31.0,"3 consecutive days of mean temperature between 14 and 17°C and humidity above or equal to 90%, Dec 10 to Dec 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Indore, India)]",Potato,Processing/Table,Vegetative growth,133,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,30,°C,7,{},True,continuous,-5%,-1%,day,-10%,11.0,15.0,11.0,30.0,"7 consecutive days of max temperature above or equal to 30°C, Nov 15 to Nov 30.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Indore, India)]",Potato,Processing/Table,Tuber Bulking,134,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<=,4,°C,2,{},True,continuous,-5%,-1%,day,-15%,12.0,1.0,1.0,31.0,"2 consecutive days of min temperature below or equal to 4°C, Dec 1 to Jan 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Indore, India)]",Potato,Processing/Table,Harvesting,135,False,{},High Precipitation,risk_flood,Case 1: Simple Aggregation,precipitation,total of variable,>=,30,mm,1,{},True,continuous,-10%,-0.5%,mm,-40%,2.0,1.0,3.0,15.0,"Total precipitation above or equal to 30mm, Feb 1 to Mar 15.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Indore, India)]",Potato,Processing/Table,Harvesting,136,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,35,°C,5,{},True,continuous,-5%,-1%,day,-15%,2.0,20.0,3.0,31.0,"5 consecutive days of max temperature above or equal to 35°C, Feb 20 to Mar 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Indore, India)]",Potato,Processing/Table,Harvesting - Short Term Storage,137,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,38,°C,5,{},True,continuous,-2%,-2%,day,-10%,2.0,20.0,3.0,31.0,"5 consecutive days of max temperature above or equal to 38°C, Feb 20 to Mar 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Indore, India)]",Potato,Processing/Table,Harvesting - Mid Term Storage,138,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,38,°C,5,{},True,continuous,-5%,-2%,day,-20%,2.0,20.0,3.0,31.0,"5 consecutive days of max temperature above or equal to 38°C, Feb 20 to Mar 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Indore, India)]",Potato,Processing/Table,Harvesting - Long Term Storage,139,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,38,°C,5,{},True,continuous,-10%,-2%,day,-40%,2.0,20.0,3.0,31.0,"5 consecutive days of max temperature above or equal to 38°C, Feb 20 to Mar 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Chhindwara, India)]",Potato,Processing/Table,Planting,140,False,{},High Precipitation,risk_flood,Case 1: Simple Aggregation,precipitation,total of variable,>=,30,mm,1,{},True,continuous,-5%,-0.5%,mm,-50%,9.0,15.0,10.0,15.0,"Total precipitation above or equal to 30mm, Sep 15 to Oct 15.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Chhindwara, India)]",Potato,Processing/Table,Planting,141,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,35,°C,5,{},True,continuous,-5%,-1%,day,-20%,9.0,15.0,10.0,15.0,"5 consecutive days of max temperature above or equal to 35°C, Sep 15 to Oct 15.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Chhindwara, India)]",Potato,Processing/Table,Vegetative growth,142,True,AND,Extreme Heat and High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>=,90,%,3,{},True,continuous,-5%,-1%,day,-50%,11.0,1.0,12.0,1.0,"3 consecutive days of mean temperature between 14 and 17°C and humidity above or equal to 90%, Nov 1 to Dec 1.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Chhindwara, India)]",Potato,Processing/Table,Vegetative growth,142,True,AND,Extreme Heat and High Humidity,risk_heat_stress,Case 2: Days With Risk,mean temperature,total # of days,">,<","14,17",°C,3,{},True,continuous,-5%,-1%,day,-50%,11.0,1.0,12.0,1.0,"3 consecutive days of mean temperature between 14 and 17°C and humidity above or equal to 90%, Nov 1 to Dec 1.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Chhindwara, India)]",Potato,Processing/Table,Tuber Bulking,143,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,32,°C,7,{},True,continuous,-8%,-3%,day,-50%,11.0,1.0,12.0,1.0,"7 consecutive days of max temperature above or equal to 32°C, Nov 1 to Dec 1.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Chhindwara, India)]",Potato,Processing/Table,Harvesting,144,False,{},High Precipitation,risk_flood,Case 1: Simple Aggregation,precipitation,total of variable,>=,30,mm,1,{},True,continuous,-3%,-0.5%,mm,-40%,12.0,5.0,1.0,5.0,"Total precipitation above or equal to 30mm, Dec 5 to Jan 5.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Purnia, India)]",Potato,Processing/Table,Planting,145,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,35,°C,5,{},True,continuous,-5%,-1%,day,-10%,11.0,5.0,12.0,15.0,"5 consecutive days of max temperature above or equal to 35°C, Nov 5 to Dec 15.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Purnia, India)]",Potato,Processing/Table,Vegetative growth,146,False,{},Cold Stress,risk_cold,Case 2: Days With Risk,max temperature,total # of days,<=,15,°C,10,{},True,continuous,-5%,-1%,day,-10%,12.0,5.0,1.0,15.0,"10 consecutive days of max temperature below or equal to 15°C, Dec 5 to Jan 15.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Purnia, India)]",Potato,Processing/Table,Vegetative growth,147,True,AND,Extreme Heat and High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>=,90,%,3,{},True,continuous,-5%,-1%,day,-50%,12.0,10.0,12.0,31.0,"3 consecutive days of mean temperature between 14 and 17°C and humidity above or equal to 90%, Dec 10 to Dec 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Purnia, India)]",Potato,Processing/Table,Vegetative growth,147,True,AND,Extreme Heat and High Humidity,risk_heat_stress,Case 2: Days With Risk,mean temperature,total # of days,">,<","14,17",°C,3,{},True,continuous,-5%,-1%,day,-50%,12.0,10.0,12.0,31.0,"3 consecutive days of mean temperature between 14 and 17°C and humidity above or equal to 90%, Dec 10 to Dec 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Purnia, India)]",Potato,Processing/Table,Tuber Bulking,148,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,32,°C,7,{},True,continuous,-5%,-1%,day,-10%,1.0,5.0,2.0,15.0,"7 consecutive days of max temperature above or equal to 32°C, Jan 5 to Feb 15.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Purnia, India)]",Potato,Processing/Table,Harvesting,149,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,35,°C,5,{},True,continuous,-5%,-2%,day,-20%,2.0,5.0,3.0,15.0,"5 consecutive days of max temperature above or equal to 35°C, Feb 5 to Mar 15.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Nalanda, India)]",Potato,Processing/Table,Planting,150,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,35,°C,5,{},True,continuous,-7%,-1%,day,-15%,10.0,25.0,11.0,30.0,"5 consecutive days of max temperature above or equal to 35°C, Oct 25 to Nov 30.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Nalanda, India)]",Potato,Processing/Table,Vegetative growth,151,False,{},Cold Stress,risk_cold,Case 2: Days With Risk,max temperature,total # of days,<=,15,°C,10,{},True,continuous,-5%,-1%,day,-10%,11.0,25.0,12.0,31.0,"10 consecutive days of max temperature below or equal to 15°C, Nov 25 to Dec 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Nalanda, India)]",Potato,Processing/Table,Vegetative growth,152,True,AND,Extreme Heat and High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>=,90,%,3,{},True,continuous,-5%,-1%,day,-50%,12.0,10.0,12.0,31.0,"3 consecutive days of mean temperature between 14 and 17°C and humidity above or equal to 90%, Dec 10 to Dec 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Nalanda, India)]",Potato,Processing/Table,Vegetative growth,152,True,AND,Extreme Heat and High Humidity,risk_heat_stress,Case 2: Days With Risk,mean temperature,total # of days,">,<","14,17",°C,3,{},True,continuous,-5%,-1%,day,-50%,12.0,10.0,12.0,31.0,"3 consecutive days of mean temperature between 14 and 17°C and humidity above or equal to 90%, Dec 10 to Dec 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Nalanda, India)]",Potato,Processing/Table,Tuber Bulking,153,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,32,°C,7,{},True,continuous,-5%,-1%,day,-10%,12.0,25.0,1.0,31.0,"7 consecutive days of max temperature above or equal to 32°C, Dec 25 to Jan 31.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Nalanda, India)]",Potato,Processing/Table,Harvesting,154,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,35,°C,5,{},True,continuous,-5%,-2%,day,-20%,2.0,15.0,3.0,30.0,"5 consecutive days of max temperature above or equal to 35°C, Feb 15 to Mar 30.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Hassan, India)]",Potato,Processing/Table - Rainfed,Planting,155,False,{},High Precipitation,risk_flood,Case 1: Simple Aggregation,precipitation,total of variable,>=,30,mm,1,{},True,continuous,-10%,-0.5%,mm,-80%,5.0,10.0,7.0,15.0,"Total precipitation above or equal to 30mm, May 10 to Jul 15.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Hassan, India)]",Potato,Processing/Table - Rainfed,Vegetative growth,156,False,{},Low Precipitation,risk_drought,Case 1: Simple Aggregation,precipitation,total of variable,<=,0,mm,20,{},True,continuous,-10%,-0.5%,mm,-20%,6.0,10.0,8.0,15.0,"Total precipitation below or equal to 0mm, Jun 10 to Aug 15.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Hassan, India)]",Potato,Processing/Table - Rainfed,Vegetative growth,157,True,AND,Extreme Heat and High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>=,90,%,3,{},True,continuous,-5%,-3%,day,-50%,6.0,10.0,8.0,15.0,"3 consecutive days of mean temperature between 14 and 17°C and humidity above or equal to 90%, Jun 10 to Aug 15.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
"[(Hassan, India)]",Potato,Processing/Table - Rainfed,Vegetative growth,157,True,AND,Extreme Heat and High Humidity,risk_heat_stress,Case 2: Days With Risk,mean temperature,total # of days,">,<","14,17",°C,3,{},True,continuous,-5%,-3%,day,-50%,6.0,10.0,8.0,15.0,"3 consecutive days of mean temperature between 14 and 17°C and humidity above or equal to 90%, Jun 10 to Aug 15.",,s341gKtR5gQXUgh2rwHNOgBPAqF2
